0,1,2,3,4,5,6,7,8,9,10,11
,Pimpri-Chinchwad,"Bank of Baroda Builing, Near M.C Builiding",261,9,,,330,,,86,
,Pune,"Maratha Chamber of commerce, Bhosari",98,5,,,276,,,119,
,,State Electricity Board BLDG Nalstop,83,16,,,316,,,113,
,,Swargate Police Chawki,74,13,,,189,,,86,
,Sangli,"Udyog bhavan / SRO, MPCB Sangli",97,17,,,204,,,84,
,,Sangli- Miraj Primary school Building,110,16,,,185,,,84,
No. of,,,,,,,,,,,
monitoring,,,,,,,,,,,
days,,,,,,,,,,,
Annual,,,,,,,,,,,
Average,,,,,,,,,,,
State / UT,City / town / village,Location,"No. of
monitoring
days",,PM10 Concentration in µg/m3,,,,,,
,,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,,(24-hourly,,,(24-hourly,,,
,,,,,average),,,average),,,
,,Krishna Valley School,101,4,,,212,,,84,
,Solapur,WIT Campus,103,51,,,87,,,70,
,,Voronoko School / Chitale Clinic,104,57,,,88,,,72,
,Thane,"Maternity Hospital, Dhobighat, Thane East",90,23,,,185,,,90,
,,"Shahu Market,Naupada, Thane West",89,20,,,205,,,105,
,,"Kolshet and Balkum, Thane West",92,52,,,282,,,127,
,Ulhasnagar,Smt. C. H. M. College Campus,79,18,,,170,,,90,
,,"Octroi Naka, Pawai-Chowk, Vithalwadi",85,55,,,296,,,155,
Manipur,Imphal,Secretariat Building,74,16,,,187,,,70,
Meghalaya,Byrnihat,"EPIP, Ri-Bhoi district",108,121,,,280,,,166,
,Dawki,"Terrace building, Jaintia Hills District",102,13,,,30,,,23,
,Khliehriat,"O/o BDO, C & R.D. Block-Khliehriat",102,28,,,57,,,43,
,Nongstoin,"Office Premises of E.E, PHED",104,22,,,38,,,31,
,Shillong,"Boards Office Permises, Lumpyngngad",104,25,,,45,,,31,
,,State Tuberculosis Hospital,104,35,,,76,,,51,
,,"Forest Rest House, Polo Hills",104,21,,,52,,,36,
,,"41/2 mile, Mylliem Range Office",104,20,,,62,,,34,
,Tura,"PHED, Araimille, West Garo Hills District",103,28,,,157,,,35,
,Umiam / Umsning,"Umiam Industrial Complex, Ri-Bhoi District",104,49,,,127,,,102,
Mizoram,Aizawl,"Khatla, M.G-Road, Mizoram SPCB",100,9,,,253,,,76,
,,Laipuitlang,95,9,,,61,,,20,
,,Bawngkawn,100,5,,,144,,,49,
,,"Dawrpui Y.M.A, Building, Dawrpui",100,30,,,204,,,69,
,,"Lengpui Airport, Model Veng, Lengpui",101,10,,,100,,,35,
,Champhai,"D.T.O Office Building, Kahrawt veng",95,10,,,42,,,20,
,,"Lalzidinga building, Vengthlang",95,14,,,58,,,33,
,Kolasib,"H. Lalthuama Building, Project Veng",97,4,,,56,,,16,
,,"Synod Bookroom, Building Diakkawn",96,15,,,48,,,31,
,Lunglei,"Thangkhuma Building, Salem Veng",93,3,,,12,,,7,
,,"K.Lalliantluanga, Chanmari I, Lunglei",93,5,,,112,,,15,
Nagaland,Dimapur,Bank Colony,116,36,,,248,,,124,
,,Dhobinala,107,75,,,273,,,145,
,Kohima,Opposite NST Office,114,27,,,217,,,90,
,,Opposite War Cemetery,108,39,,,340,,,119,
Odisha,Angul,Industrial Estate,106,39,,,154,,,99,
,,NALCO Township,105,63,,,163,,,103,
,Balasore,Sahadevkhunta,104,65,,,144,,,83,
,,DIC office,104,69,,,141,,,83,
,,Rasalpur near Balgopalpur I/A,104,76,,,117,,,91,
,Berhampur,Regional Office Orissa SPCB,103,31,,,107,,,64,
,Bhubneshwar,Capital Police Station,69,51,,,159,,,112,
,,IRC Village,92,37,,,172,,,94,
,,Office Premises Bhubaneswar,92,26,,,258,,,103,
,,"Water works, Palasuni, Rasalgarh",75,57,,,169,,,93,
,,"Patrapara, Khandagiri",99,28,,,130,,,91,
,,Chandrashekharpur,95,22,,,290,,,100,
,Bonaigarh,"Govt. Hospital Bonai At/Po/PS-Bonai Dist-
Sudargarh",105,33,,,230,,,99,
,Cuttack,"Traffic Tower, Badambadi",56,83,,,166,,,129,
,,P.H.D Office Barabati,105,63,,,246,,,106,
,,"R.O. Cuttack Office, Surya Vihar",105,67,,,213,,,106,
,Jharsuguda,R.O. Building Cox colony,106,71,,,153,,,106,
,,"TRL Colony, M/s. TRL Krosaki Refractories Ltd.
PO: Bhepahar,",100,80,,,139,,,109,
,Kalinga Nagar,RO Office Building,93,39,,,191,,,110,
,,"Maintenance Office of M/s NINL, Duburi",93,44,,,167,,,125,
,Konark,Konark Police Station,109,36,,,197,,,79,
,Paradeep,On roof of PPT Staff Quarter,98,36,,,317,,,119,
,,On roof of PPL Gueest,97,38,,,286,,,113,
,,On roof of STP building IFFCO,63,43,,,248,,,132,
,Puri,Sadar police station,54,52,,,134,,,91,
,,Town Police Station,72,27,,,167,,,88,
,Rajgangpur,"DISIR, Rajgangpur",87,20,,,295,,,146,
,Rayagada,Regional Office Orissa SPCB,105,23,,,161,,,60,
,,"LPS High School, Jaykaypur",104,19,,,149,,,66,
,Rourkela,"Regional Office, ORPB",104,51,,,187,,,93,
No. of,,,,,,,,,,,
monitoring,,,,,,,,,,,
days,,,,,,,,,,,
Annual,,,,,,,,,,,
Average,,,,,,,,,,,
State / UT,City / town / village,Location,"No. of
monitoring
days",,PM10 Concentration in µg/m3,,,,,,
,,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,,(24-hourly,,,(24-hourly,,,
,,,,,average),,,average),,,
,,Kalunga Industrial Estate,87,93,,,265,,,167,
,,"IDL Police Out-post, Sonaparbat",105,63,,,110,,,85,
,,"Kuarmunda, Sundergarh",105,43,,,184,,,89,
,Sambalpur,"Filter Plant, PHD Office, Modipara",100,53,,,287,,,85,
,Talcher,Coal Field Area,104,55,,,183,,,125,
,,T.T.P.S.Colony,104,41,,,206,,,96,
Puducherry,Karaikal,"B.Ed College (PKCE), Nehru Nagar",89,20,,,71,,,35,
,,"Govt. Tourist Home, Kovilpathu",94,23,,,98,,,44,
,,"M/s Puducherry Power Corporation Limited,
Polagam, T.R. Pattinam,",88,23,,,91,,,41,
,Puducherry,"DSTC Office Upstairs, PHB 3rd Floor,
AnnaNagar",86,23,,,78,,,47,
,,PIPDIC Ind. Estate Mettupalayam,76,21,,,71,,,44,
,,Chamber Of Commerce,87,21,,,65,,,39,
Punjab,Aligarh (Jagraon)*,"Forest Office, Vill:Aligarh, Teh:Jagraon",119,30,,,442,,,122,
,Amritsar,R.O. Focal Point (earlier Nagina soap factory),99,64,,,576,,,178,
,,"Vinod Chilling Center / Kochar Bhavan (earlier
A-1,Platers)",94,51,,,818,,,176,
,Aspal Khurd (Tapa)*,"Vill:Aspal Khurd, Teh:Tapa",121,52,,,205,,,106,
,Bhatinda,"Bathinda Milk Producers, Dabwali Road",116,65,,,160,,,108,
,Binjon (Garshankar)*,"CHC, Vill:Binjon, Teh: Garshankar",87,39,,,616,,,122,
,Bishanpura (Payal)*,"Longowalia Yarns (Unit-II), Vill-Bishanpura,
Teh: Payal",120,25,,,780,,,135,
,Changal (Sangrur)*,"Mastuana Sahib, Vill:Changal, Teh:Sangrur",134,52,,,218,,,102,
,"Chowkimann
(Jagraon)*","Ludhiana College of Engineering,
Vill:Chowkimann, Teh:Jagraon",133,27,,,682,,,141,
,Dera Baba Nanak,C-PYTE Building,118,13,,,566,,,81,
,Dera Bassi,"Punjab Chem and Crop Protection,
Bhanakarpur Rd",117,33,,,428,,,99,
,,"Winsome Yarns Ltd., Barwala Road",113,27,,,394,,,90,
,Fatehpur (Samana)*,"Baba Banda Singh Bahadur College,
Vill:Fatehpur, Teh:Samana",41,71,,,132,,,96,
,Gobindgarh,"Modi Oil and General Mills, Mandi",132,57,,,142,,,90,
,,"Raj Steel Rolling Mills, Mandi",118,60,,,238,,,136,
,,"United Rolling Mills, Mandi Gobindgarh",117,57,,,229,,,136,
,"Guru Ki Dhab
(Kotkapura)*","Vil:Guru Ki Dhab / Basti Himmatpura,
Teh:Kotkapura",29,70,,,193,,,107,
,Jaito Sarja (Batala)*,"Royal Nursing College, Vill: Jaito Sarja, Teh:
Batala",83,26,,,660,,,111,
,Jalandhar,Municipal Council Tubewell No. 27,106,38,,,794,,,156,
,,Regional Office,119,42,,,660,,,150,
,,"Punjab Maltex , Kapurthala Road",107,19,,,371,,,103,
,,Focal Point,117,68,,,808,,,203,
,Khanna,"Markfed Vanaspati, Khanna",57,66,,,224,,,138,
,,"AS School, Khanna",123,39,,,299,,,132,
,Kharaori (Sirhind)*,"Vill:Kharaori, Teh:Sirhind",121,42,,,435,,,88,
,Kotladoom (Ajnala)*,"Satyam College, Ramtirath Road, Vill:
Kotladoom, Teh: Ajnala",65,49,,,434,,,134,
,"Lakho ke Behram
(Ferozpur)*","Vill:Lakho ke Behram, Teh:Ferozpur",20,74,,,144,,,112,
,Ludhiana,Bharat Nagar Chowk / RO Gill Road,133,38,,,626,,,120,
,,"Nahar Spining Mlls, Dholewal Chawk",136,45,,,494,,,168,
,,"Ludhiana Coop. Milk Producer, Ferozpur Rd",141,59,,,798,,,140,
,,"PPCB Office Building, Vishavkarma Chowk",150,85,,,446,,,219,
,"Mrar Kalan
(Muktsar)*","Vill: Mrar Kalan, Teh:Muktsar",79,70,,,201,,,111,
,"Mukandpur
(Nawashahar)*","Govt. Senior Sec. School, Vill:Mukandpur,
Teh:Nawashahar",16,57,,,217,,,109,
,Mureedke (Batala)*,"Johal Farm, Vill: Mureedke, Teh: Batala",72,12,,,402,,,108,
,"Naudhrani
(Malerkotla)*","Vill:Naudhrani, Teh:Malerkotla",125,61,,,239,,,110,
,Naya Nangal,Punjab Alkalis & Chemicals Ltd,112,42,,,369,,,89,
,,"M/s NFL Guest House,Naya Nangal",129,30,,,215,,,93,
,Patiala,"Ceylon Industries, Factory Area, Patiala",127,81,,,158,,,102,
,,"Fire Brigade Station, Bahera Road, Patiala",133,61,,,169,,,94,
,Peer Mohammad,"Vill:Peer Mohammad, Teh:Jalalabad",75,69,,,198,,,112,
No. of,,,,,,,,,,,
monitoring,,,,,,,,,,,
days,,,,,,,,,,,
Annual,,,,,,,,,,,
Average,,,,,,,,,,,
State / UT,City / town / village,Location,"No. of
monitoring
days",,PM10 Concentration in µg/m3,,,,,,
,,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,,(24-hourly,,,(24-hourly,,,
,,,,,average),,,average),,,
,(Jalalabad)*,,,,,,,,,,
,Poohli (Bhatinda)*,"Vill: Poohli, Teh:Bhatinda",48,86,,,600,,,190,
,"Qila Bharian
(Sangrur)*","Gurdwara Gangsar Sahib, Vill:Qila Bharian,
Teh:Sangrur",128,68,,,209,,,105,
,Rakhra (Patiala)*,"Shree Ganesh Group of Institute, Vill:Rakhra,
The:Patiala",105,45,,,358,,,121,
,Rohila (Samrala)*,"Gopimal Kaur Sain Industries Pvt. Ltd,
Vil:Rohila, Teh:Samrala",71,21,,,874,,,133,
,"Tirathpur (Amritsar
I)*","United ITI, Vill: Tirathpur, Teh:Amritsar I
(earlier Sriguru Harkishan Public
School,Rasulpur Kalan)",26,33,,,205,,,89,
Rajasthan,Alwar,Rajasthan State Pollution Control Board,100,57,,,246,,,163,
,,Gaurav Solvex Ltd. MIA,100,68,,,353,,,207,
,,"RIICO Pump House, MIA",101,81,,,309,,,178,
,Bharatpur,Khadi Gramoday Samiti,99,59,,,387,,,220,
,,RIICO office Building,102,42,,,501,,,203,
,,"RO, Building",99,36,,,347,,,179,
,Bhiwadi,R.O.Building,105,23,,,447,,,186,
,,UIT Guest House,101,36,,,412,,,166,
,,Uttam Strips Ltd,100,24,,,438,,,169,
,Chittorgarh,"Regional Office building, RSPCB, Near FCI
Godown, Chnaderiya",92,22,,,323,,,170,
,,"Veterinary Hospital, Meeranagar",89,30,,,289,,,170,
,,"PHED Pump House, Segawa",90,20,,,224,,,106,
,Jaipur,Ajmeri Gate,100,40,,,478,,,173,
,,"RJPB Office,Jhalana Doongari",94,28,,,295,,,95,
,,"District Education Officer, Chandpole",94,46,,,359,,,175,
,,"RIICO Office, M.I.A.",96,28,,,367,,,121,
,,"RSPCB, Vidyadhar Nagar",97,35,,,531,,,201,
,,VKIA,92,44,,,592,,,281,
,,"22,Godam, RIICO Office",96,42,,,328,,,159,
,,Mansarovar Nagar Niigam,99,28,,,440,,,158,
,,RIICO Office Sitapura Industrial Area,99,28,,,472,,,126,
,Jodhpur,"DIC Office, Industrial Estate",99,46,,,560,,,241,
,,Sojati Gate,88,37,,,378,,,185,
,,"Basni Industrial Area, RIICO Office",103,50,,,628,,,190,
,,Maha Mandir Police Thane,87,58,,,483,,,193,
,,"Office of Housing Board, Chopasani Road",95,33,,,799,,,276,
,,Shastri Nagar Police Thana,106,54,,,588,,,227,
,,Kudi Mahila Thana,83,75,,,612,,,260,
,,Sangariya Police Choki,87,60,,,854,,,259,
,,SoorsagarThana,83,32,,,479,,,176,
,Kota,"Regional Office, RJPB, Anantpura",103,40,,,454,,,182,
,,Municipal Corporation Building,98,15,,,335,,,122,
,,Samcore Glass Ltd.,97,38,,,378,,,147,
,,FireStation Nagar Nigam Shrinathpuram,102,32,,,393,,,141,
,,"RajasthanTechnical University,Rawatbhata",90,21,,,573,,,177,
,,"Sewage Treatment Plant, Balita, Kota",99,22,,,310,,,143,
,Udaipur,Ambamata,107,42,,,409,,,106,
,,Town Hall,104,31,,,289,,,119,
,,"Regional Office,MIA",102,54,,,398,,,216,
Sikkim,Chungthang,Chungthang,69,10,,,53,,,29,
,Gangtok,"White Hall Complex, Tasi view point",66,24,,,89,,,53,
,,"Metro Point Hospital Complex, Forest
Secretariate Deorali",68,17,,,89,,,51,
,Mangan,Mangan Police Station,66,4,,,59,,,28,
,Namchi,Namchi,75,21,,,34,,,27,
,Pelling,The Pelling Girls Hostel,89,7,,,80,,,34,
,Rangpo,Rangpo Fire Station,76,9,,,99,,,68,
,Ravangla,Ravangla Range Office,76,18,,,44,,,27,
,Singtam,Police Station Building,74,24,,,99,,,56,
Tamilnadu,Chennai,"Govt. High School, Manali",85,29,,,99,,,54,
,,Kathivakkam,93,19,,,76,,,50,
,,Thiruvottiyur,77,30,,,91,,,60,
,,Madras Medical College,94,24,,,158,,,77,
,,"NEERI, CSIR CampusTaramani",97,15,,,90,,,47,
No. of,,,,,,,,,,,
monitoring,,,,,,,,,,,
days,,,,,,,,,,,
Annual,,,,,,,,,,,
Average,,,,,,,,,,,
State / UT,City / town / village,Location,"No. of
monitoring
days",,PM10 Concentration in µg/m3,,,,,,
,,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,,(24-hourly,,,(24-hourly,,,
,,,,,average),,,average),,,
,,Thiruvottiyur Municipal Office,96,23,,,162,,,92,
,,Adiyar,85,19,,,177,,,67,
,,Kilpauk,81,32,,,197,,,87,
,,Thiyagaraya Nagar,89,31,,,196,,,97,
,,Nunbakgum,88,39,,,342,,,103,
,,Anna Nagar,82,53,,,292,,,124,
,Coimbatore,"Poniarajapuram, On the top of DEL",88,14,,,204,,,52,
,,G.D.Matric Hr.Sec.School,95,15,,,141,,,48,
,,"SIDCO Office, Coimbatore/ Kurichi",96,22,,,121,,,61,
,Cuddalore,Eachangadu Village,95,41,,,67,,,51,
,,SIPCOT (Project Office),96,37,,,58,,,46,
,,"DEE Office, Cuddalore",94,50,,,68,,,60,
,Madurai,Highway (Project -I) Building,94,30,,,141,,,74,
,,Fenner (I) Ltd. Kochadai,100,36,,,139,,,84,
,,Kunnathur Chatram Avvai Girls HS School,92,43,,,190,,,92,
,Mettur,Raman Nagar,104,19,,,97,,,44,
,,SIDCO,121,20,,,124,,,60,
,Salem,Sowdeswari College Building,93,27,,,127,,,57,
,Trichy,Gandhi Market,97,56,,,215,,,106,
,,Main Guard Gate,97,67,,,205,,,129,
,,Bishop Heber College,99,24,,,208,,,87,
,,Golden Rock,91,47,,,211,,,104,
,,Central Bus Stand,92,64,,,253,,,125,
,Tuticorin,"Fisheries College, Tuticorin Sipcot",100,36,,,170,,,96,
,,Raja Agencies,101,55,,,178,,,117,
,,AVM Jewellery Building,91,41,,,148,,,93,
Telangana,Adilabad,"Building of SCCL Manadamarri Club
Mandamarri, Mancherial",86,37,,,90,,,69,
,Hyderabad,Balanagar,107,72,,,195,,,134,
,,"Tarnaka, NEERI Lab. IICT Campus",90,18,,,162,,,81,
,,"Nacharam, Industrial Estate",90,12,,,172,,,63,
,,ABIDS Circle General Post Office,93,19,,,178,,,73,
,,"Uppal, Modern Foods & Industries IDA",107,60,,,187,,,117,
,,Jublee Hills,107,56,,,170,,,118,
,,Paradise,107,40,,,175,,,112,
,,Charminar,107,62,,,177,,,115,
,,Zoo Park,105,17,,,220,,,104,
,,"Jeedimetla Industrial Estate, Rangareddy Distt.",107,71,,,200,,,133,
,Karimnagar,"On the terrace of the DIC building, Karimnagar",92,62,,,139,,,98,
,Khammam,Station Name: CER Club Khamam,89,44,,,156,,,85,
,,Jalasoudha building,80,50,,,116,,,81,
,Kothur,Mehaboobnagar,92,61,,,153,,,106,
,Nalgonda,AP PCB Nalgonda,73,41,,,100,,,57,
,,"M/s. Srini Pharmaceuticals pvt.
Ltd.Choutuppal (V & M)",71,50,,,98,,,62,
,Nizamabad,"subashnagar,nizamabad dist",89,38,,,74,,,60,
,Patencheru,"Police Station, Medak, Ramachadrapuram",85,38,,,114,,,81,
,Ramagundam,"Godavarikhani, Ramagundam, Karimnagar",92,71,,,177,,,104,
,Sangareddy,Pashamylaram/Municipal Office,104,17,,,267,,,101,
,,Regional office Building of SANGAREDDY,77,45,,,100,,,65,
,,"M/s. Mylan Industries, Gaddapothara",77,28,,,106,,,78,
,Warangal,"KUDA Office, Hanumakonda",90,64,,,170,,,86,
,,"Mee-Seva Building ,Municipal Complex",87,65,,,142,,,84,
Tripura,Agartala,"SPCB, Pavivesh Bhawan, Pandit Nehru
Complex, Gorkhabasti, Kunjaban",104,41,,,57,,,47,
,,"Bordowali Bipani Bitan, Agartala MC,
Bordowali, Near Nagerjala",104,83,,,159,,,104,
"Uttar
Pradesh",Agra,"Regional Office, Bodla",92,49,,,450,,,201,
,,Nunhai,94,62,,,574,,,237,
,,Taj Mahal,297,17,,,605,,,181,
,,DIC Nunhai,108,31,,,675,,,233,
,,Etmad-uddaulah,112,15,,,644,,,209,
,,Rambagh,109,16,,,424,,,193,
,Allahabad,Square crossing circle of Laxmi Talkies,99,112,,,485,,,236,
,,Bharat Yantra Nigam Ltd,99,93,,,437,,,194,
,,Alopibagh/Sewage Pumping Stations,117,51,,,448,,,262,
No. of,,,,,,,,,,,
monitoring,,,,,,,,,,,
days,,,,,,,,,,,
Annual,,,,,,,,,,,
Average,,,,,,,,,,,
State / UT,City / town / village,Location,"No. of
monitoring
days",,PM10 Concentration in µg/m3,,,,,,
,,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,,(24-hourly,,,(24-hourly,,,
,,,,,average),,,average),,,
,,Jhonstonganj/co-operative Bank,115,69,,,464,,,241,
,,Rambagh/Parag Dairy,105,58,,,364,,,223,
,Anpara,"Anpara Colony, Sonabhadra",99,50,,,320,,,204,
,,"Renusagar Colony, Sonabhadra",97,45,,,313,,,177,
,Bareily,IVRI Izatnaga,105,130,,,315,,,199,
,,"Indian oetrol pump, Civil Line",104,141,,,679,,,267,
,Firozabad,Center for Development of Glass Industry,102,59,,,371,,,222,
,,Tilak Nagar,103,71,,,324,,,223,
,,Raza ka Tal,104,83,,,330,,,234,
,Gajraula,"Raunaq Auto Ltd, J.P. Nagar",99,86,,,356,,,207,
,,"Indira Chowk, J.P. Nagar",100,93,,,487,,,242,
,Ghaziabad,"Atlas Cycles Industries, Sahibabad Ind. area",86,50,,,602,,,254,
,,Bulandshaar Road Industrial Area,95,56,,,625,,,236,
,Gorakpur,"M. M.M. Engineering College, Gorakhpur",105,51,,,321,,,142,
,,"India Glycol Ltd. Gida, Gorakhpur",105,169,,,442,,,270,
,,"Jalkal, Muncipal Corporation, Golghar",105,164,,,425,,,241,
,Jhansi,Manik Chawk / Jal chauraha,119,44,,,140,,,103,
,,Veeranga Nagar,119,37,,,169,,,89,
,Kanpur,"Forest & Training Centre, Kidwai Nagar",94,159,,,286,,,213,
,,"Chamber Of Commerce Darshanpurwa /
Deputy ka Parao",90,173,,,329,,,228,
,,"Associated Chem Pvt Ltd, Fazalganj, Panki,
Site-5",79,155,,,285,,,238,
,,"Head Post Office, Govind Nagar / Dabauli /
Shastri NGR",71,128,,,269,,,189,
,,Jajmau / Awas Vikas,90,145,,,273,,,202,
,,"I.I.T. Campus, Kanpur",83,25,,,316,,,123,
,,Indian Institute of Technology,121,13,,,337,,,148,
,,"Dada Nagar, Kanpur",86,55,,,776,,,256,
,,"Ramadevi, Kanpur",90,41,,,639,,,293,
,Khurja,Central Glass & Ceramic Research Institute,88,187,,,413,,,226,
,,Ahirpara,83,185,,,255,,,201,
,Lucknow,Mahanagar,91,76,,,357,,,208,
,,"Chandganj Garden, Aliganj",97,36,,,435,,,182,
,,"Kapoor Hotel, Hazratganj",86,90,,,685,,,253,
,,Talkatora,89,35,,,547,,,223,
,,Aminabad / S.M.K Chowk,108,74,,,534,,,240,
,,Nagar Nigam,101,64,,,406,,,220,
,,"Ansal Technical Institute Campus, Ansal API",96,72,,,438,,,213,
,,Vikas Khand,107,17,,,730,,,198,
,Mathura,"RO. UPPCB, 65 Baldevpuri, Maholi Road",73,89,,,179,,,143,
,,"CETP, Industrial Area, Mathura",72,104,,,196,,,163,
,Meerut,Begum Bridge,60,172,,,230,,,185,
,,Thana Railway Road / Kesarganj,53,160,,,196,,,168,
,Moradabad,"Hindu College, Station Road",97,139,,,424,,,254,
,,"Central Police Hospital, Civil Lines",98,102,,,369,,,200,
,Noida,"UP PPCB, E-12/1, Sector - 1",91,53,,,801,,,251,
,,Gee-Pee Electroplating and Eng. Work,89,45,,,1158,,,276,
,Raebareli,"Town Hall Colony, Ahmad Nagar, Gulab Road",70,68,,,158,,,130,
,,Khoya mandi Tiraha Lucknow Road Raebareli,70,82,,,173,,,148,
,,Amawan Road Ind. Area Raebareli,70,71,,,171,,,146,
,Saharanpur,"SRE-A, IIT Roorkee, Saharanpur Campus",74,108,,,352,,,180,
,,"UPCL S.E. Office, Near Clock Tower",81,116,,,377,,,186,
,Unnao,"H. No. 5, Krishna Nagar",95,90,,,161,,,105,
,,"IIA Building, Industrial Area, Site 10",90,114,,,181,,,158,
,Varanasi,"Regional Office, Jawahar Nagar",99,42,,,427,,,202,
,,Sigra,92,54,,,464,,,199,
,,Saket Nagar,31,89,,,236,,,182,
,,Banaras Hindu University,32,68,,,216,,,159,
,,Chandpur,29,108,,,275,,,206,
Uttarakhand,Dehradun,"Raipur Road, Near parag Diary",55,96,,,275,,,184,
,,"Clock Tower, PWD Guest House",69,76,,,608,,,188,
,,Himalaya Drug Co. Near ISBT,56,102,,,433,,,278,
,Haldwani,Govt. Women Hospital,97,109,,,138,,,126,
,Haridwar,"SIDCUL, Haridwar",76,60,,,190,,,125,
,Kashipur,"BSNL Office, Kashipur",96,49,,,229,,,105,
No. of,,,,,,,,,,,
monitoring,,,,,,,,,,,
days,,,,,,,,,,,
Annual,,,,,,,,,,,
Average,,,,,,,,,,,
State / UT,City / town / village,Location,"No. of
monitoring
days",,PM10 Concentration in µg/m3,,,,,,
,,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,,(24-hourly,,,(24-hourly,,,
,,,,,average),,,average),,,
,Rishikesh,Nagar Palika Parishad,83,93,,,207,,,133,
,Rudrapur,SIDCUL Office,100,101,,,241,,,119,
West Bengal,Alipurduar,Rabikanta High School,103,26,,,106,,,65,
,Amtala,"P Roy Industrial Training Institute, Amtala",103,25,,,226,,,94,
,Asansol,Asansol Municipal Corporation,104,117,,,267,,,144,
,,"Kangsabati Spinning Mill, Barjora",104,123,,,259,,,147,
,,"Burnpur Town Department, Burnpur",113,123,,,255,,,145,
,Baharampur,Md. Mozzammal Hossain's House,104,71,,,258,,,147,
,Balurghat,Balurghar College,104,41,,,109,,,72,
,Bankura,Bankura Municipility,104,48,,,139,,,77,
,Barasat,"Barasat Municipility, 73 Rishi Bankim Chandra
Road",104,46,,,253,,,104,
,Bardhaman,"Bardhaman Town, Rajbati",103,31,,,154,,,87,
,Barrackpore,Barrackpore Municiaplity,104,47,,,365,,,110,
,,Dum Dum Telephone Exchange,104,32,,,468,,,83,
,,Khardah Municipality,104,36,,,441,,,132,
,Baruipur,"Bauipur Police Station, Baruipur",105,27,,,257,,,101,
,Bolpur,Bolpur Municipility,104,56,,,134,,,78,
,Chinsura,"Chinsura Municipility, Pipulpati Auto Stand",104,24,,,295,,,109,
,Coochbehar,ABM Seal College,103,28,,,112,,,64,
,,"Uttarbanga Krishi Visvavidyalaya, Pundibari",104,24,,,105,,,63,
,Dankuni,"Krishnanagar Municipility, Dankuni",104,20,,,307,,,100,
,Darjeeling,Bose Institute Campus,104,18,,,75,,,36,
,Durgapur,"DMC Water Works, Angadpur",104,123,,,261,,,148,
,,"Kwality Hotel, Bhiringi More, Benachiti",104,121,,,273,,,146,
,,"Bidhannagar, PCBL Club, Muchipara",104,77,,,256,,,127,
,,"Dew India Limited, PCBL More, Durgapur",104,119,,,240,,,143,
,Ghatal,"Annapurna Hotel, Ghatal-Panskura Bus Stand",104,55,,,136,,,92,
,Haldia,"Debhog Milan Viyapith, Bhabanipur",104,60,,,133,,,87,
,,"Bhunia Raichak, Driver's Hut, Bhunia",104,68,,,150,,,104,
,,"Supermarket Building, Durgachak",104,61,,,119,,,92,
,,WBIIDC Ruchi Soya Ind. Durgachak,104,66,,,155,,,111,
,Howrah,Howrah Municipal Corporation,146,33,,,514,,,209,
,,"Naskarpara Pump House, Ghuseri",146,23,,,441,,,166,
,,"CDS & Health Centre, Bator",146,23,,,437,,,159,
,,"Howrah Municipality School, Bandhaghat",146,33,,,462,,,181,
,Jalpaiguri,Raninagar Jalpaigur,104,28,,,102,,,64,
,Jhargram,Jhargram,104,57,,,117,,,80,
,Kalimpong,Kalimpong Municipality,104,22,,,79,,,36,
,Kalyani,"College of Medicine & JNM Hospital, Kalyani
Industrial Area",104,40,,,229,,,89,
,Kharagpur,"AMD Building, TATA Bearing",104,86,,,197,,,136,
,Kolkata,"Salt Lake, Rooftop of CK Market",143,25,,,300,,,129,
,,"KMC office Building, Moulali",157,41,,,428,,,186,
,,"Minto Park, Inside Park AJC Bose Road",147,35,,,352,,,153,
,,"Dunlop Bridge, National Sample Survey",144,38,,,409,,,194,
,,"Behala Chowrasta, Traffic Guard Building",157,33,,,385,,,167,
,,"Upanagari Sporting Club, Baishnabghata",144,32,,,309,,,132,
,,"Cossipore Police Station, B.T. Road",96,15,,,389,,,128,
,,"Dalhousie Square, Lal Bazzar Police Headqtr.",94,19,,,361,,,113,
,,Kasba,92,13,,,358,,,107,
,,RD Kasba,80,10,,,289,,,73,
,,"Infectious Diseases & BG Hospital, Beliaghata",143,25,,,323,,,134,
,,"CESC Building, Mandeville Gardens, Gariahat",144,36,,,342,,,149,
,,"Administrative Building, Hyde Road",143,44,,,419,,,201,
,,"KMC Drainage, Pumping Station, 9 Mominpur
Road, Mominpur",143,26,,,306,,,130,
,,Paribesh Bhawan,143,32,,,319,,,148,
,,"Milan Tirtha Club, Picnic Garden",143,28,,,277,,,121,
,,"Public Health Engineering Office Building,
Rajarhar",144,26,,,234,,,104,
,,"Tennis Club Biulding, 45-46 Canal West Road,
Fariapukur, Shyambazar",147,31,,,383,,,176,
,,"Elite India Rubber Products Pvt.Ltd., Topsia",143,37,,,398,,,174,
,,"Maniktala Fire Station Building, 17, Bagmari
Lane, Ultadanga",144,36,,,393,,,174,
No. of,,,,,,,,,,,
monitoring,,,,,,,,,,,
days,,,,,,,,,,,
Annual,,,,,,,,,,,
Average,,,,,,,,,,,
